"Id","Date Created","Shot > Sequence","Shot > Description","Motion description","Project",
"130617","2025/02/20 14:22:28","2025-02-18","","jump, two jumps with both feet forward from a standing position, jump with the left foot to the left, jump with the right foot to the right, last jump forward, step with both feet","crs",
"130616","2025/02/20 14:21:10","2025-02-18","","jump, jumping forward, four hops, with right foot, left, right and left","crs",
"130615","2025/02/20 14:20:42","2025-02-18","","jump, jumping forward, three hops with only the left leg","crs",
"130614","2025/02/20 14:20:13","2025-02-18","","jump, jumping forward, three hops, with right foot, left and right","crs",
"130553","2025/02/19 19:02:17","2025-02-18","","idle, standing on the ground, right leg bent up, left leg bent under the right, right hand on the right knee, left hand on the ground behind the body","crs",
"130551","2025/02/19 19:01:48","2025-02-18","","idle, lying on the ground on the left side, left arm extended upwards, right arm bent, left leg extended on the ground, right leg bent upwards - Version 2","crs",
"130549","2025/02/19 19:01:27","2025-02-18","","idle, lying on the ground on the left side, left arm extended upwards, right arm bent, left leg extended on the ground, right leg bent upwards - Version 1","crs",
"130546","2025/02/19 19:01:00","2025-02-18","","idle, lying on the ground on the left elbow, right leg straight","crs",
"130545","2025/02/19 19:00:32","2025-02-18","","idle, lying on the ground on the left side, left hand supporting the head, right hand across the body on the ground, legs slightly bent on the ground","crs",
"130543","2025/02/19 18:59:56","2025-02-18","","idle, lying on the ground on the left side, left hand supporting the head, right hand on the legs, legs slightly bent on the ground - Version 2","crs",
"130541","2025/02/19 18:59:32","2025-02-18","","idle, lying on the ground on the left side, left hand supporting the head, right hand on the legs, legs slightly bent on the ground - Version 1","crs",
"130539","2025/02/19 18:59:07","2025-02-18","","idle, lying on the ground, supporting the left elbow, left leg bent under the right leg, right leg bent up","crs",
"130536","2025/02/19 18:58:43","2025-02-18","","idle, leaning against the wall, hands behind his back - Version 2","crs",
"130535","2025/02/19 18:58:06","2025-02-18","","idle, leaning against the wall, hands behind his back - Version 1","crs",
"130533","2025/02/19 18:57:26","2025-02-18","","idle, standing upright","crs",
"130457","2025/02/19 17:52:27","2025-02-18","","quickly walking  under an obstacle","crs",
"130456","2025/02/19 17:51:59","2025-02-18","","walking forward, leaning slightly to the side, passing under an obstacle, standing up","crs",
"130454","2025/02/19 17:51:20","2025-02-18","","sitting on the ground, walking under a table with your feet forward, standing up","crs",
"130451","2025/02/19 17:49:32","2025-02-18","","bending over, going under a table, coming out sideways on your back","crs",
"130450","2025/02/19 17:47:53","2025-02-18","","walking forward, bending, going under a table, standing up","crs",
"130447","2025/02/19 17:37:08","2025-02-18","","emotional reaction, waving hands, grabbing an object with both hands, putting the object down","crs",
"130446","2025/02/19 17:35:11","2025-02-18","","emotional reaction, body movements, bouncing in different directions, trying to avoid some kind of attack","crs",
"130443","2025/02/19 17:31:06","2025-02-18","","emotional reaction, jumping and waving with both hands, walking back and forward, expressing joy","crs",
"130441","2025/02/19 17:29:25","2025-02-18","","emotional reaction, placing both hands behind the head, holding the face, wiping the face with the hands, holding the cheeks, placing both hands behind the head again, squatting on the knees with the head bowed, expressing sadness","crs",
"130437","2025/02/19 17:25:06","2025-02-18","","emotional reaction, rage, raising both hands, expressing anger, taking a few steps forward","crs",
"130436","2025/02/19 17:24:22","2025-02-18","","emotional reaction, right hand swing and stop","crs",
"130433","2025/02/19 17:23:53","2025-02-18","","emotional reaction, resentment, raising both hands, pointing with the left hand, waving with the right hand","crs",
"130426","2025/02/19 16:58:28","2025-02-18","","walking forward, trying to open the door, the door sticks, after a few attempts the door opens","crs",
"130422","2025/02/19 16:56:32","2025-02-18","","walking forward, going through the door, closing the door, walking forward","crs",
"130420","2025/02/19 16:55:28","2025-02-18","","running forward, opening the door, letting someone through the door, going through the door, walking forward","crs",
"130418","2025/02/19 16:54:42","2025-02-18","","walking forward, opening the door, going through the door, walking forward","crs",
"130416","2025/02/19 16:53:55","2025-02-18","","walking forward, opening the door, letting someone through the door, going through the door, closing the door","crs",
"130414","2025/02/19 16:52:37","2025-02-18","","walking forward, opening the door, going through the door, closing the door","crs",
"130410","2025/02/19 16:52:04","2025-02-18","","moving forward, opening the door, going through it, closing the door, continuing to move forward - version 3","crs",
"130408","2025/02/19 16:51:16","2025-02-18","","walking forward, going through the door, closing the door, walking forward","crs",
"130407","2025/02/19 16:50:32","2025-02-18","","walking forward, opening the door, going through the door, walking forward","crs",
"130404","2025/02/19 16:49:58","2025-02-18","","opening the door, entering through it, closing the door, walking forward","crs",
"130402","2025/02/19 16:48:43","2025-02-18","","moving forward, opening the door, going through it, closing the door, continuing to move forward - version 2","crs",
"130400","2025/02/19 16:47:37","2025-02-18","","moving forward, opening the door, going through it, closing the door, continuing to move forward - version 1","crs",
"130399","2025/02/19 16:46:48","2025-02-18","","walking forward, opening the door, going through the door, walking forward","crs",
"130390","2025/02/19 16:11:04","2025-02-18","","standing in one place, bending slightly, looking around, stretching arms forward, raising right arm and jumping slightly, raising both arms, expressing discontent","crs",
"130388","2025/02/19 16:09:53","2025-02-18","","standing in one place, fan in the audience, turning to the right shoulder, then turning to the left shoulder, waving from the right side,","crs",
"130385","2025/02/19 16:08:31","2025-02-18","","standing upright, fan in the audience, expressing discontent, raising hands, waving hands","crs",
"130384","2025/02/19 16:05:26","2025-02-18","","standing straight, fan in the audience, crossing arms at waist, expressing displeasure, waving hands","crs",
"130382","2025/02/19 16:04:27","2025-02-18","","standing upright, fan in the audience, slightly jumping and raising both arms, expressing emotions, pointing with fingers, holding head with hands, bending over","crs",
"130378","2025/02/19 16:01:18","2025-02-18","","stadium cheering, standing upright, raising both arms and then only the left, clapping, expressing emotion with the hands","crs",
"130377","2025/02/19 16:00:12","2025-02-18","","standing upright, fan in the audience, slightly jumping and raising the left hand, expressing emotions","crs",
"130374","2025/02/19 15:46:05","2025-02-18","","sitting on a chair, raising your left hand, taking a selfie, calling out to other people, taking a group selfie","crs",
"130372","2025/02/19 15:44:46","2025-02-18","","standing on a chair, bending over, expressing discontent, holding one's head","crs",
"130370","2025/02/19 15:43:07","2025-02-18","","standing on a chair, turning over the shoulder to the right side, raising the right arm, waving, turning forward","crs",
"130368","2025/02/19 15:41:52","2025-02-18","","standing on a chair, standing up, sitting down again, standing up again, sitting down on the chair again, standing up and raising hands in joy, the joy quickly passes","crs",
"130366","2025/02/19 15:39:53","2025-02-18","","standing on a chair, bending over, extending the left arm forward, raising both arms, expressing displeasure, raising the right arm and pointing, bringing the arms close to the body","crs",
"130363","2025/02/19 15:38:47","2025-02-18","","standing on a chair in a crowd, dressed on the seat, raising arms behind head, stretching, touching your elbows on thighs","crs",
"130361","2025/02/19 15:37:19","2025-02-18","","standing on a chair, bending over, hands on knees, pointing with both hands, discontent, waving hands, hands on knees again","crs",
"130358","2025/02/19 15:35:34","2025-02-18","","standing on a seat in the audience, reacting to an event by standing up, raising both hands, sitting back down with slight disappointment, reacting to a new event by jumping up and down with joy","crs",
"130357","2025/02/19 15:34:33","2025-02-18","","standing on a chair, bending over, hands on knees, getting up from the chair and raising the right hand, sitting back down on the chair","crs",
"130355","2025/02/19 15:33:53","2025-02-18","","standing on a chair, bending over, hands on knees, excited actions","crs",
"130350","2025/02/19 14:13:49","2025-02-18","","sitting on a chair, hands on the table, raising hands to chin, talking","crs",
"130347","2025/02/19 14:12:09","2025-02-18","","sitting on a chair, sliding hands from the table to the hips, returning hands to the table, raising the glass in the hands, talking","crs",
"130346","2025/02/19 14:06:02","2025-02-18","","sitting on a chair, hands on the table, raising hands in front of the head, stretching arms out to the sides, returning hands to the table again, raising hands under the chin, talking","crs",
"130344","2025/02/19 14:03:44","2025-02-18","","sitting on a chair, hands on the table, legs crossed, raising a glass with the right hand, sipping from the glass, placing the glass back on the table","crs",
"130341","2025/02/19 14:00:29","2025-02-18","","sitting on a chair, pointing with the finger of his left hand at the wrist, elbow and shoulder, explaining some story","crs",
